,Gender,Unnamed: 1,Male,Female,Total,completion_month_year,year,year2,phase,Published paper,Published paper  YN,Published result in clicnicaltrials,others,R/O,official_title,source,source.1,intervention_names,Age eligible for study,Lowe limit of age < 18,Age upper limit,Age code upper limit,Study population,Country,Continent,Is there an extension study
76,NCT00504881,Kwan 2013,250,230,480,12/1/2008,2008,1,Phase 3,2,y,y,"2 publication, 1 with separate analysis, in view of duplicate population, nly the original study data is extracted",R,"An International, Randomized, Double-blind, Parallel-group, Placebo-controlled, Flexible Dose Study: Evaluation of the Safety and Efficacy of Brivaracetam in Subjects (__‰ 16 to 70 Years Old) Suffering From Localization-related or Generalized Epilepsy.",UCB Pharma,1,Placebo | Brivaracetam,16-70,y,70,65-<75,Hong Kong,3,"Europe
Asia
Africa",Y
76,NCT00504881,Kwan 2013,250,230,480,12/1/2008,2008,1,Phase 3,2,y,y,"2 publication, 1 with separate analysis, in view of duplicate population, nly the original study data is extracted",R,"An International, Randomized, Double-blind, Parallel-group, Placebo-controlled, Flexible Dose Study: Evaluation of the Safety and Efficacy of Brivaracetam in Subjects (__‰ 16 to 70 Years Old) Suffering From Localization-related or Generalized Epilepsy.",UCB Pharma,1,Placebo | Brivaracetam,16-70,y,70,65-<75,India,3,"Europe
Asia
Africa",Y
76,NCT00504881,Kwan 2013,250,230,480,12/1/2008,2008,1,Phase 3,2,y,y,"2 publication, 1 with separate analysis, in view of duplicate population, nly the original study data is extracted",R,"An International, Randomized, Double-blind, Parallel-group, Placebo-controlled, Flexible Dose Study: Evaluation of the Safety and Efficacy of Brivaracetam in Subjects (__‰ 16 to 70 Years Old) Suffering From Localization-related or Generalized Epilepsy.",UCB Pharma,1,Placebo | Brivaracetam,16-70,y,70,65-<75,Italy,3,"Europe
Asia
Africa",Y
76,NCT00504881,Kwan 2013,250,230,480,12/1/2008,2008,1,Phase 3,2,y,y,"2 publication, 1 with separate analysis, in view of duplicate population, nly the original study data is extracted",R,"An International, Randomized, Double-blind, Parallel-group, Placebo-controlled, Flexible Dose Study: Evaluation of the Safety and Efficacy of Brivaracetam in Subjects (__‰ 16 to 70 Years Old) Suffering From Localization-related or Generalized Epilepsy.",UCB Pharma,1,Placebo | Brivaracetam,16-70,y,70,65-<75,"Korea, Republic of",3,"Europe
Asia
Africa",Y
76,NCT00504881,Kwan 2013,250,230,480,12/1/2008,2008,1,Phase 3,2,y,y,"2 publication, 1 with separate analysis, in view of duplicate population, nly the original study data is extracted",R,"An International, Randomized, Double-blind, Parallel-group, Placebo-controlled, Flexible Dose Study: Evaluation of the Safety and Efficacy of Brivaracetam in Subjects (__‰ 16 to 70 Years Old) Suffering From Localization-related or Generalized Epilepsy.",UCB Pharma,1,Placebo | Brivaracetam,16-70,y,70,65-<75,Norway,3,"Europe
Asia
Africa",Y
76,NCT00504881,Kwan 2013,250,230,480,12/1/2008,2008,1,Phase 3,2,y,y,"2 publication, 1 with separate analysis, in view of duplicate population, nly the original study data is extracted",R,"An International, Randomized, Double-blind, Parallel-group, Placebo-controlled, Flexible Dose Study: Evaluation of the Safety and Efficacy of Brivaracetam in Subjects (__‰ 16 to 70 Years Old) Suffering From Localization-related or Generalized Epilepsy.",UCB Pharma,1,Placebo | Brivaracetam,16-70,y,70,65-<75,Russian Federation,3,"Europe
Asia
Africa",Y
76,NCT00504881,Kwan 2013,250,230,480,12/1/2008,2008,1,Phase 3,2,y,y,"2 publication, 1 with separate analysis, in view of duplicate population, nly the original study data is extracted",R,"An International, Randomized, Double-blind, Parallel-group, Placebo-controlled, Flexible Dose Study: Evaluation of the Safety and Efficacy of Brivaracetam in Subjects (__‰ 16 to 70 Years Old) Suffering From Localization-related or Generalized Epilepsy.",UCB Pharma,1,Placebo | Brivaracetam,16-70,y,70,65-<75,Singapore,3,"Europe
Asia
Africa",Y
76,NCT00504881,Kwan 2013,250,230,480,12/1/2008,2008,1,Phase 3,2,y,y,"2 publication, 1 with separate analysis, in view of duplicate population, nly the original study data is extracted",R,"An International, Randomized, Double-blind, Parallel-group, Placebo-controlled, Flexible Dose Study: Evaluation of the Safety and Efficacy of Brivaracetam in Subjects (__‰ 16 to 70 Years Old) Suffering From Localization-related or Generalized Epilepsy.",UCB Pharma,1,Placebo | Brivaracetam,16-70,y,70,65-<75,South Africa,3,"Europe
Asia
Africa",Y
76,NCT00504881,Kwan 2013,250,230,480,12/1/2008,2008,1,Phase 3,2,y,y,"2 publication, 1 with separate analysis, in view of duplicate population, nly the original study data is extracted",R,"An International, Randomized, Double-blind, Parallel-group, Placebo-controlled, Flexible Dose Study: Evaluation of the Safety and Efficacy of Brivaracetam in Subjects (__‰ 16 to 70 Years Old) Suffering From Localization-related or Generalized Epilepsy.",UCB Pharma,1,Placebo | Brivaracetam,16-70,y,70,65-<75,Sweden,3,"Europe
Asia
Africa",Y
76,NCT00504881,Kwan 2013,250,230,480,12/1/2008,2008,1,Phase 3,2,y,y,"2 publication, 1 with separate analysis, in view of duplicate population, nly the original study data is extracted",R,"An International, Randomized, Double-blind, Parallel-group, Placebo-controlled, Flexible Dose Study: Evaluation of the Safety and Efficacy of Brivaracetam in Subjects (__‰ 16 to 70 Years Old) Suffering From Localization-related or Generalized Epilepsy.",UCB Pharma,1,Placebo | Brivaracetam,16-70,y,70,65-<75,"Taiwan, Province of China",3,"Europe
Asia
Africa",Y
76,NCT00504881,Kwan 2013,250,230,480,12/1/2008,2008,1,Phase 3,2,y,y,"2 publication, 1 with separate analysis, in view of duplicate population, nly the original study data is extracted",R,"An International, Randomized, Double-blind, Parallel-group, Placebo-controlled, Flexible Dose Study: Evaluation of the Safety and Efficacy of Brivaracetam in Subjects (__‰ 16 to 70 Years Old) Suffering From Localization-related or Generalized Epilepsy.",UCB Pharma,1,Placebo | Brivaracetam,16-70,y,70,65-<75,Ukraine,3,"Europe
Asia
Africa",Y
77,NCT00896987,Lee 2011,42,31,73,12/1/2008,2008,3,Phase 4,1,y,n,,O,"An Open, Randomized, Multicenter Comparative Clinical Trial of Lamotrigine or Carbamazepine for Cognitive Function as Initial Monotherapy in Adult Untreated Epilepsies","Korea, Republic ofn Epilepsy Society",2,lamotrigine (Lamictal) | Carbamazepine (Tegretol),16-60,y,60,55-<65,"Korea, Republic of",4,Asia,n
79,NCT00407797,2011,60,76,136,8/1/2009,2009,3,Phase 4,0,n,y,,O,"Pregabalin In Partial Seizures (PREPS): An Open-Label, Multicenter Add On Therapy Trial. A Phase IV Open-Label Trial Using 150,300, 600 mg/Day Of Pregabalin",Pfizer,1,Pregabalin,18 years and older,n,nil,>/75,Mexico,3,North America,n
80,NCT00603473,2011,49,40,89,12/1/2009,2009,3,Phase 3,0,n,y,,O,"An Open-Label, Multicenter Study Evaluating, The Efficacy, Safety And Pharmacokinetics Of Gabapentin As Adjunctive Therapy In Pediatric Patients With Partial Seizures When Other Antiepileptics Do Not Provide Satisfactory Effects",Pfizer,1,gabapentin,3_15,y,15,</18,Japan,4,Asia,n
81,NCT01127165,2012,65,60,125,7/1/2009,2009,3,Phase 4,0,n,y,,O,A Multi-center Comparative Trial of Low and High Dose Zonisamide in Children as Monotherapy,Eisai Inc.,1,zonisamide low dose group | zonisamide high dose group,2–15,y,15,</18,"Korea, Republic of",4,Asia,n
82,NCT01127256,2012,98,102,200,7/1/2009,2009,3,Phase 4,0,n,y,,O,Comparative Study of Zonisamide and Carbamazepine as an Initial Monotherapy: Efficacy and Safety Evaluation,Eisai Inc.,1,zonisamide | carbamazepine,15 years and older,y,nil,>/75,"Korea, Republic of",4,Asia,n
83,NCT00292461,2013,31,33,64,9/1/2009,2009,3,Phase 3,0,n,y,,O,"A Study for Evaluating the Efficacy and Safety of Zonisamide and Lamotrigine (Lamictal) for Subjects With Refractory Simple Partial, Complex Partial or Partial With Secondary Generalized Seizures",Eisai Inc.,1,Zonisamide | Lamotrigine,16-70,y,70,65-<75,"Taiwan, Province of China",4,Asia,n
83,NCT00292461,2013,31,33,64,9/1/2009,2009,3,Phase 3,0,n,y,,O,"A Study for Evaluating the Efficacy and Safety of Zonisamide and Lamotrigine (Lamictal) for Subjects With Refractory Simple Partial, Complex Partial or Partial With Secondary Generalized Seizures",Eisai Inc.,1,Zonisamide | Lamotrigine,16-70,y,70,65-<75,China,4,Asia,n
84,NCT00334958,2013,167,189,356,5/1/2009,2009,1,Phase 3,0,n,y,,R,"A Double-Blind, Placebo-Controlled, Parallel-Group Study of Rufinamide Given as Adjunctive Therapy in Patients With Refractory Partial Seizures",Eisai Inc.,1,Placebo | Rufinamide,12_80,y,80,>/75,United States of America,1,North America,N
85,NCT00849212,2013,16,14,30,11/1/2009,2009,1,Phase 2,0,n,y,,O,"A Phase II, Open-label, Ascending High-dose, add-on Study of E2007 in Patients With Refractory Partial Seizures Uncontrolled With Other Anti-epileptic Drugs (AEDs)",Eisai Inc.,1,E2007,20-64,n,64,55-<65,Japan,4,Asia,n
86,NCT00594945,2014,7,2,9,6/1/2009,2009,1,Phase 2,0,n,y,,O,"A Phase 2a, Open-label,Proof -Of-Concept Study to Evaluate the Efficacy, Safety, and Pharmacokinetics of Intranasal Clonazepam in Adult Subjects With Epileptic Seizures",Jazz Pharmaceuticals,1,Clonazepam,18-65,n,65,65-<75,United States of America,2,"North America
Europe",n
86,NCT00594945,2014,7,2,9,6/1/2009,2009,1,Phase 2,0,n,y,,O,"A Phase 2a, Open-label,Proof -Of-Concept Study to Evaluate the Efficacy, Safety, and Pharmacokinetics of Intranasal Clonazepam in Adult Subjects With Epileptic Seizures",Jazz Pharmaceuticals,1,Clonazepam,18-65,n,65,65-<75,Finland,2,"North America
Europe",n
87,NCT00900237,2014,7,7,14,2/1/2009,2009,1,Phase 1,0,n,y,,O,"A Phase I, Single Centre, Open, Randomised, Parallel Study to Evaluate the Pharmacokinetics and Tolerability of Multiple Doses of Eslicarbazepine Acetate and Oxcarbazepine in Healthy Subject",Bial - Portela C S.A.,1,Eslicarbazepine acetate | Oxcarbazepine,18-55,n,55,55-<65,Belgium,3,Europe,n
88,NCT00692003,2017,3,3,6,1/9/2009,2009,3,Phase 3,0,n,y,,R,"A Double-blind, Randomised, Placebo-controlled Multi-centre Study to Assess the Efficacy and Safety of Adjunctive Zonisamide in Primary Generalised Tonic Clonic Seizures",Eisai Inc.,1,Zonisamide | Placebo,6_65,y,65,65-<75,Australia,3,"Oceania
Europe",N
88,NCT00692003,2017,3,3,6,1/9/2009,2009,3,Phase 3,0,n,y,,R,"A Double-blind, Randomised, Placebo-controlled Multi-centre Study to Assess the Efficacy and Safety of Adjunctive Zonisamide in Primary Generalised Tonic Clonic Seizures",Eisai Inc.,1,Zonisamide | Placebo,6_65,y,65,65-<75,Croatia,3,"Oceania
Europe",N
88,NCT00692003,2017,3,3,6,1/9/2009,2009,3,Phase 3,0,n,y,,R,"A Double-blind, Randomised, Placebo-controlled Multi-centre Study to Assess the Efficacy and Safety of Adjunctive Zonisamide in Primary Generalised Tonic Clonic Seizures",Eisai Inc.,1,Zonisamide | Placebo,6_65,y,65,65-<75,czechiaia,3,"Oceania
Europe",N
88,NCT00692003,2017,3,3,6,1/9/2009,2009,3,Phase 3,0,n,y,,R,"A Double-blind, Randomised, Placebo-controlled Multi-centre Study to Assess the Efficacy and Safety of Adjunctive Zonisamide in Primary Generalised Tonic Clonic Seizures",Eisai Inc.,1,Zonisamide | Placebo,6_65,y,65,65-<75,Estonia,3,"Oceania
Europe",N
88,NCT00692003,2017,3,3,6,1/9/2009,2009,3,Phase 3,0,n,y,,R,"A Double-blind, Randomised, Placebo-controlled Multi-centre Study to Assess the Efficacy and Safety of Adjunctive Zonisamide in Primary Generalised Tonic Clonic Seizures",Eisai Inc.,1,Zonisamide | Placebo,6_65,y,65,65-<75,Finland,3,"Oceania
Europe",N
88,NCT00692003,2017,3,3,6,1/9/2009,2009,3,Phase 3,0,n,y,,R,"A Double-blind, Randomised, Placebo-controlled Multi-centre Study to Assess the Efficacy and Safety of Adjunctive Zonisamide in Primary Generalised Tonic Clonic Seizures",Eisai Inc.,1,Zonisamide | Placebo,6_65,y,65,65-<75,Germany,3,"Oceania
Europe",N
88,NCT00692003,2017,3,3,6,1/9/2009,2009,3,Phase 3,0,n,y,,R,"A Double-blind, Randomised, Placebo-controlled Multi-centre Study to Assess the Efficacy and Safety of Adjunctive Zonisamide in Primary Generalised Tonic Clonic Seizures",Eisai Inc.,1,Zonisamide | Placebo,6_65,y,65,65-<75,Hungary,3,"Oceania
Europe",N
88,NCT00692003,2017,3,3,6,1/9/2009,2009,3,Phase 3,0,n,y,,R,"A Double-blind, Randomised, Placebo-controlled Multi-centre Study to Assess the Efficacy and Safety of Adjunctive Zonisamide in Primary Generalised Tonic Clonic Seizures",Eisai Inc.,1,Zonisamide | Placebo,6_65,y,65,65-<75,Lithuania,3,"Oceania
Europe",N
88,NCT00692003,2017,3,3,6,1/9/2009,2009,3,Phase 3,0,n,y,,R,"A Double-blind, Randomised, Placebo-controlled Multi-centre Study to Assess the Efficacy and Safety of Adjunctive Zonisamide in Primary Generalised Tonic Clonic Seizures",Eisai Inc.,1,Zonisamide | Placebo,6_65,y,65,65-<75,Poland,3,"Oceania
Europe",N
88,NCT00692003,2017,3,3,6,1/9/2009,2009,3,Phase 3,0,n,y,,R,"A Double-blind, Randomised, Placebo-controlled Multi-centre Study to Assess the Efficacy and Safety of Adjunctive Zonisamide in Primary Generalised Tonic Clonic Seizures",Eisai Inc.,1,Zonisamide | Placebo,6_65,y,65,65-<75,Romania,3,"Oceania
Europe",N
88,NCT00692003,2017,3,3,6,1/9/2009,2009,3,Phase 3,0,n,y,,R,"A Double-blind, Randomised, Placebo-controlled Multi-centre Study to Assess the Efficacy and Safety of Adjunctive Zonisamide in Primary Generalised Tonic Clonic Seizures",Eisai Inc.,1,Zonisamide | Placebo,6_65,y,65,65-<75,Russian Federation,3,"Oceania
Europe",N
88,NCT00692003,2017,3,3,6,1/9/2009,2009,3,Phase 3,0,n,y,,R,"A Double-blind, Randomised, Placebo-controlled Multi-centre Study to Assess the Efficacy and Safety of Adjunctive Zonisamide in Primary Generalised Tonic Clonic Seizures",Eisai Inc.,1,Zonisamide | Placebo,6_65,y,65,65-<75,Serbia,3,"Oceania
Europe",N
88,NCT00692003,2017,3,3,6,1/9/2009,2009,3,Phase 3,0,n,y,,R,"A Double-blind, Randomised, Placebo-controlled Multi-centre Study to Assess the Efficacy and Safety of Adjunctive Zonisamide in Primary Generalised Tonic Clonic Seizures",Eisai Inc.,1,Zonisamide | Placebo,6_65,y,65,65-<75,Ukraine,3,"Oceania
Europe",N
88,NCT00692003,2017,3,3,6,1/9/2009,2009,3,Phase 3,0,n,y,,R,"A Double-blind, Randomised, Placebo-controlled Multi-centre Study to Assess the Efficacy and Safety of Adjunctive Zonisamide in Primary Generalised Tonic Clonic Seizures",Eisai Inc.,1,Zonisamide | Placebo,6_65,y,65,65-<75,,3,"Oceania
Europe",N
88,NCT00692003,2017,3,3,6,1/9/2009,2009,3,Phase 3,0,n,y,,R,"A Double-blind, Randomised, Placebo-controlled Multi-centre Study to Assess the Efficacy and Safety of Adjunctive Zonisamide in Primary Generalised Tonic Clonic Seizures",Eisai Inc.,1,Zonisamide | Placebo,6_65,y,65,65-<75,,3,"Oceania
Europe",N
89,NCT00395694,2018,54,48,102,3/26/2009,2009,3,Phase 3,0,n,y,,O,Clinical Evaluation of BW430C in Epilepsy<Phase III Study>,GlaxoSmithKline,1,lamictal,2–65,y,65,55-<65,Japan,4,Asia,n
89,NCT00395694,2018,54,48,102,3/26/2009,2009,3,Phase 3,0,n,y,,O,Clinical Evaluation of BW430C in Epilepsy<Phase III Study>,GlaxoSmithKline,1,lamictal,2–65,y,65,55-<65,,4,Asia,n
90,NCT00735527,Arya 2011,77,64,141,4/1/2009,2009,1,Phase 3,1,y,n,,O,Intra-Nasal vs. Intra-Venous Lorazepam for Control of Acute Seizures in Children: Prospective Open Labeled Randomized Equivalence Trial,"All India Institute of Medical Sciences, New Delhi",2,Lorazepam | Lorazepam,6_14,y,14,</18,India,3,Asia,n
91,NCT00571155,Bahr 2012,22,8,30,8/1/2009,2009,1,Phase 4,1,y,0,,O,Prospective Trial of Intravenous Levetiracetam in Patients With Primary Brain Tumors and at Least One Symptomatic Seizure Who Undergo Biopsy or Cytoreductive Surgery (HELLO-study),University Hospital Tuebingen,2,levetiracetam,18 years and older,n,nil,>/75,Germany,3,Europe,n
92,NCT00464269,Biton 2014,195,201,396,1/1/2009,2009,1,Phase 3,11,y,y,"11 publication, only study which is unique to clinic trial ID recorded as others include pooled data,",R,"An International, Double-blind, Parallel-group, Placebo-controlled, Randomized Study: Evaluation of the Efficacy and Safety of Brivaracetam in Subjects (>= 16 to 70 Years Old) With Partial Onset Seizures",UCB Pharma,1,Placebo | Brivaracetam 2.5 mg | Brivaracetam 10 mg | Brivaracetam 25 mg,16-70,y,70,65-<75,United States of America,2,"North America
Oceania
South America
",Y
92,NCT00464269,Biton 2014,195,201,396,1/1/2009,2009,1,Phase 3,11,y,y,"11 publication, only study which is unique to clinic trial ID recorded as others include pooled data,",R,"An International, Double-blind, Parallel-group, Placebo-controlled, Randomized Study: Evaluation of the Efficacy and Safety of Brivaracetam in Subjects (>= 16 to 70 Years Old) With Partial Onset Seizures",UCB Pharma,1,Placebo | Brivaracetam 2.5 mg | Brivaracetam 10 mg | Brivaracetam 25 mg,16-70,y,70,65-<75,Australia,2,"North America
Oceania
South America
",Y
92,NCT00464269,Biton 2014,195,201,396,1/1/2009,2009,1,Phase 3,11,y,y,"11 publication, only study which is unique to clinic trial ID recorded as others include pooled data,",R,"An International, Double-blind, Parallel-group, Placebo-controlled, Randomized Study: Evaluation of the Efficacy and Safety of Brivaracetam in Subjects (>= 16 to 70 Years Old) With Partial Onset Seizures",UCB Pharma,1,Placebo | Brivaracetam 2.5 mg | Brivaracetam 10 mg | Brivaracetam 25 mg,16-70,y,70,65-<75,Brazil,2,"North America
Oceania
South America
",Y
92,NCT00464269,Biton 2014,195,201,396,1/1/2009,2009,1,Phase 3,11,y,y,"11 publication, only study which is unique to clinic trial ID recorded as others include pooled data,",R,"An International, Double-blind, Parallel-group, Placebo-controlled, Randomized Study: Evaluation of the Efficacy and Safety of Brivaracetam in Subjects (>= 16 to 70 Years Old) With Partial Onset Seizures",UCB Pharma,1,Placebo | Brivaracetam 2.5 mg | Brivaracetam 10 mg | Brivaracetam 25 mg,16-70,y,70,65-<75,Canada,2,"North America
Oceania
South America
",Y
92,NCT00464269,Biton 2014,195,201,396,1/1/2009,2009,1,Phase 3,11,y,y,"11 publication, only study which is unique to clinic trial ID recorded as others include pooled data,",R,"An International, Double-blind, Parallel-group, Placebo-controlled, Randomized Study: Evaluation of the Efficacy and Safety of Brivaracetam in Subjects (>= 16 to 70 Years Old) With Partial Onset Seizures",UCB Pharma,1,Placebo | Brivaracetam 2.5 mg | Brivaracetam 10 mg | Brivaracetam 25 mg,16-70,y,70,65-<75,Mexico,2,"North America
Oceania
South America
",Y
